City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
483,Sorong,-0.88,131.25,79.54,82,74,3.53,ID,broken clouds
484,La Ronge,55.1,-105.28,15.8,85,100,8.05,CA,overcast clouds
485,Road Town,18.42,-64.62,82.4,83,40,8.05,VG,moderate rain
486,Gilgit,35.92,74.31,54.05,30,100,1.92,PK,overcast clouds
487,Palmer,42.16,-72.33,75.2,29,20,3.36,US,few clouds
488,Wakkanai,45.41,141.67,37.24,79,100,17.58,JP,overcast clouds
489,Baykit,61.67,96.37,30.85,96,100,4.59,RU,overcast clouds
490,Kirando,-7.42,30.6,78.06,64,0,8.66,TZ,clear sky
491,Erzurum,40.0,41.5,35.6,74,0,10.29,TR,clear sky
492,State College,40.79,-77.86,73.0,42,0,1.99,US,clear sky
493,Malakal,9.53,31.66,80.65,30,0,2.95,SS,clear sky
494,Namatanai,-3.67,152.43,79.0,81,59,3.62,PG,light rain
495,Riviere-Au-Renard,49.0,-64.4,35.6,59,20,10.29,CA,few clouds
496,Namibe,-15.2,12.15,70.05,72,0,8.1,AO,clear sky
497,Lakatoro,-16.1,167.42,77.0,94,75,9.51,VU,broken clouds
498,Qui Nhon,13.77,109.23,76.21,87,100,21.39,VN,light rain
499,Chicama,-7.84,-79.15,66.2,72,32,13.87,PE,mist
500,Sherlovaya Gora,50.57,116.25,8.74,95,0,0.83,RU,clear sky
501,Maceio,-9.67,-35.74,84.2,58,20,9.17,BR,few clouds
502,Slave Lake,55.28,-114.77,21.2,79,90,11.41,CA,overcast clouds
503,Ratnagiri,16.98,73.3,78.98,66,0,4.29,IN,clear sky
504,Nome,64.5,-165.41,24.8,79,1,5.82,US,clear sky
505,Palmares Do Sul,-30.26,-50.51,71.31,71,99,14.83,BR,overcast clouds
506,La Playa,18.29,-67.19,82.0,90,100,1.01,PR,light rain
507,Gopalpur,19.27,84.92,69.73,60,0,7.7,IN,clear sky
508,Puteyets,65.17,57.09,29.77,98,99,6.96,RU,overcast clouds
509,Fallon,39.47,-118.78,34.0,80,20,5.82,US,few clouds
510,Boffa,10.17,-14.03,79.74,87,1,6.55,GN,clear sky
511,Helong,42.54,129.0,23.23,76,93,6.67,CN,overcast clouds
512,Agadez,19.75,10.25,69.85,30,0,10.04,NE,clear sky
513,California City,35.13,-117.99,51.8,52,1,32.21,US,clear sky
514,Manaure,11.78,-72.44,84.0,71,76,11.99,CO,broken clouds
515,Subang,-7.13,108.53,71.71,91,0,2.21,ID,clear sky
516,Vao,-22.67,167.48,71.82,72,0,14.54,NC,clear sky
517,Venice,27.1,-82.45,80.01,74,90,20.8,US,light rain
518,Sisimiut,66.94,-53.67,10.11,85,0,12.21,GL,clear sky
519,Kieta,-6.22,155.63,79.39,79,97,1.34,PG,light rain
520,Dongsheng,39.82,109.98,30.97,85,0,1.81,CN,clear sky
521,San Matias,-16.37,-58.4,102.56,25,82,9.64,BO,broken clouds
522,Hanna,51.63,-111.9,14.0,89,100,21.0,CA,light snow
523,Batsfjord,70.63,29.72,32.0,87,75,25.28,NO,broken clouds
524,Clyde River,70.47,-68.59,1.4,70,20,17.22,CA,few clouds
525,Portobelo,9.55,-79.65,86.0,99,70,5.01,PA,broken clouds
526,Salinas,36.68,-121.66,57.2,50,20,24.16,US,few clouds
527,Bom Jesus Do Galho,-19.83,-42.32,81.23,65,1,7.54,BR,clear sky
528,Longyearbyen,78.22,15.64,26.6,79,75,16.11,SJ,light snow
529,Sosnogorsk,63.6,53.88,29.84,98,96,6.29,RU,overcast clouds
530,Rock Sound,24.9,-76.2,77.67,88,100,31.88,BS,light rain
531,Umea,63.83,20.26,26.6,100,0,3.36,SE,clear sky
532,Koslan,63.46,48.9,33.62,95,100,11.79,RU,overcast clouds
533,Floriano,-6.77,-43.02,93.65,41,65,8.12,BR,broken clouds
534,Aguimes,27.91,-15.45,71.6,73,75,12.75,ES,broken clouds
535,Vallenar,-28.57,-70.76,80.83,29,0,10.33,CL,clear sky
536,Villa Carlos Paz,-31.42,-64.5,70.0,79,100,9.8,AR,light rain
537,Zhezkazgan,47.8,67.71,34.03,86,5,14.41,KZ,clear sky
538,Copiapo,-27.37,-70.33,68.0,49,0,14.99,CL,clear sky
539,Pingliang,35.54,106.69,44.2,75,15,4.59,CN,few clouds
540,Kindu,-2.95,25.95,72.55,95,100,1.68,CD,overcast clouds
541,Coos Bay,43.37,-124.22,51.01,52,40,8.05,US,scattered clouds
542,Tra Vinh,9.93,106.35,75.07,93,100,1.7,VN,overcast clouds
543,El Alto,-4.27,-81.21,75.2,64,0,16.11,PE,clear sky
544,Tahoua,14.89,5.27,84.2,17,0,4.7,NE,clear sky
545,Rudnichnyy,59.62,52.47,32.22,96,100,14.99,RU,overcast clouds
546,Envira,-7.3,-70.22,95.4,37,90,2.21,BR,overcast clouds
547,Zemio,5.03,25.14,72.82,82,45,2.24,CF,scattered clouds
548,Dashitou,43.31,128.51,21.9,78,100,8.63,CN,overcast clouds
549,Maha Sarakham,16.33,103.67,67.6,78,0,6.71,TH,clear sky
550,Yasnyy,51.03,59.87,34.97,88,100,26.15,RU,overcast clouds
551,Banjar,-8.19,114.97,80.6,88,40,2.24,ID,scattered clouds
552,Santa Lucia,27.91,-15.54,71.6,73,75,12.75,ES,broken clouds
553,Corrente,-3.74,-43.34,91.0,44,94,1.3,BR,overcast clouds
554,Sinnamary,5.38,-52.95,84.65,68,27,13.8,GF,scattered clouds
555,Samana,19.21,-69.34,86.0,79,75,9.17,DO,shower rain
556,Graham,47.05,-122.29,45.0,45,1,7.87,US,clear sky
557,Kiunga,-6.12,141.29,73.65,98,100,1.77,PG,overcast clouds
558,Tulun,54.56,100.58,31.8,95,0,5.77,RU,clear sky
559,Havelock,34.88,-76.9,78.01,64,40,16.11,US,scattered clouds
560,Strezhevoy,60.73,77.59,32.0,98,90,8.95,RU,light snow
561,Soloneshnoye,51.65,84.32,44.49,58,100,6.85,RU,overcast clouds
562,Puerto Madryn,-42.77,-65.04,74.43,43,100,21.36,AR,overcast clouds
563,Sept-Iles,50.2,-66.38,33.01,74,77,4.7,CA,broken clouds
564,Mumford,5.26,-0.76,79.75,83,80,12.15,GH,light rain
565,Khani,41.96,42.96,50.0,87,0,11.41,GE,clear sky
566,Cabedelo,-6.98,-34.83,86.0,66,75,18.34,BR,broken clouds
567,Am Timan,11.03,20.28,82.63,29,36,2.71,TD,scattered clouds
568,Mehamn,71.04,27.85,37.4,69,20,12.75,NO,light rain
569,Lafia,8.48,8.52,81.45,40,100,2.73,NG,overcast clouds
570,Arlit,18.74,7.39,77.74,23,0,18.86,NE,clear sky
571,Sidi Ali,36.1,0.42,65.57,65,63,3.36,DZ,broken clouds
572,Pochinki,54.7,44.87,40.12,89,17,5.55,RU,few clouds
573,Malanje,-9.54,16.34,68.43,94,100,4.59,AO,light rain
574,Hami,42.8,93.45,35.67,71,0,3.24,CN,clear sky
575,Menongue,-14.66,17.69,69.26,68,38,1.79,AO,light rain
576,Bereda,43.27,-7.54,55.99,98,0,8.01,ES,clear sky
577,Miandoab,36.97,46.1,46.4,81,75,6.93,IR,broken clouds
578,Kampot,10.62,104.18,77.0,88,20,2.24,KH,few clouds
579,Mackenzie,55.3,-123.17,21.2,85,90,2.24,CA,overcast clouds
580,Crisan,44.97,29.47,46.0,100,0,1.12,RO,clear sky
581,Kolpashevo,58.31,82.91,41.58,72,100,15.55,RU,overcast clouds
582,Vilcun,-38.65,-72.23,66.2,68,75,5.82,CL,broken clouds
583,Puerto Baquerizo Moreno,-0.9,-89.6,77.0,69,20,10.29,EC,few clouds
584,Wagar,16.15,36.2,83.98,21,0,9.46,SD,clear sky
585,Saint-Ambroise,48.55,-71.33,35.6,81,90,11.41,CA,light intensity drizzle
586,Progreso,21.28,-89.67,86.0,62,75,9.17,MX,broken clouds
587,Wamba,8.93,8.6,76.95,42,100,0.54,NG,overcast clouds
588,Great Falls,47.5,-111.3,14.0,85,90,26.4,US,snow
589,Mahebourg,-20.41,57.7,73.4,88,75,8.05,MU,broken clouds
590,Oparino,59.85,48.28,31.86,96,100,13.69,RU,overcast clouds
591,Kontagora,10.4,5.47,77.92,29,87,1.21,NG,overcast clouds
592,Kaka,37.35,59.61,50.25,83,100,3.67,TM,light rain
593,Waipawa,-41.41,175.52,51.8,66,92,27.51,NZ,overcast clouds
594,Shitanjing,39.23,106.34,39.38,63,0,3.96,CN,clear sky
595,Gushikawa,26.35,127.87,73.4,64,75,13.87,JP,broken clouds
596,Hearst,49.68,-83.67,60.8,67,95,5.82,CA,overcast clouds
597,Keuruu,62.27,24.7,35.01,100,0,4.7,FI,clear sky
598,Ginir,7.13,40.7,58.66,95,84,3.47,ET,broken clouds
599,Ugoofaaru,5.67,73.0,83.71,76,100,10.04,MV,overcast clouds
600,Port Macquarie,-31.43,152.92,57.99,79,78,4.0,AU,broken clouds
601,Macia,-25.03,33.1,89.69,33,0,10.65,MZ,clear sky
602,Alihe,50.57,123.72,11.52,87,67,4.65,CN,broken clouds
603,Kandi,11.13,2.94,79.2,22,74,4.54,BJ,broken clouds
604,Hong Gai,20.96,107.09,73.4,60,0,5.82,VN,clear sky
605,Asosa,10.07,34.53,64.44,63,0,4.09,ET,clear sky
606,Fairbanks,64.84,-147.72,33.8,80,90,6.93,US,overcast clouds
607,Savelugu,9.62,-0.83,86.74,38,60,2.82,GH,broken clouds
608,Zhangzhou,24.51,117.66,69.8,56,35,15.66,CN,light rain
609,Kitimat,54.05,-128.65,34.0,80,88,3.42,CA,overcast clouds
610,Gravdal,68.12,13.5,44.6,75,75,16.11,NO,shower rain
611,Ilulissat,69.22,-51.1,10.4,55,100,13.87,GL,overcast clouds
612,Maryanskaya,45.1,38.64,42.8,87,0,4.47,RU,clear sky
613,College,64.86,-147.8,33.8,80,90,6.93,US,overcast clouds
614,Puerto Escondido,15.85,-97.07,87.8,66,40,5.82,MX,scattered clouds
615,Lakes Entrance,-37.88,147.98,51.01,91,0,3.56,AU,clear sky
616,Udachnyy,66.42,112.4,-2.2,84,90,8.95,RU,light snow
617,Yumen,40.28,97.2,35.31,55,0,11.68,CN,clear sky
618,Codrington,-38.27,141.97,51.49,86,16,8.03,AU,few clouds
619,Coquimbo,-29.95,-71.34,62.6,67,40,11.41,CL,scattered clouds
620,Umm Lajj,25.02,37.27,75.6,59,0,9.78,SA,clear sky
621,Along,28.17,94.77,56.01,57,0,1.74,IN,clear sky
622,Bubaque,11.28,-15.83,84.78,75,56,13.87,GW,broken clouds
623,Paamiut,61.99,-49.67,25.86,87,100,43.91,GL,overcast clouds
624,Hovd,48.01,91.64,28.33,88,0,0.6,MN,clear sky
625,Kiama,-34.68,150.87,57.99,87,87,1.79,AU,overcast clouds
626,Yerbogachen,61.28,108.01,23.38,97,100,7.99,RU,overcast clouds
627,Kondoa,-4.9,35.78,69.28,69,97,8.1,TZ,overcast clouds
628,Aswan,24.09,32.91,70.21,33,0,9.91,EG,clear sky
629,Jacqueville,5.21,-4.41,77.0,94,40,5.82,CI,scattered clouds
630,Seymchan,62.88,152.43,-2.2,90,100,3.22,RU,overcast clouds
631,Marquette,46.53,-87.63,66.99,63,20,12.75,US,few clouds
632,Puerto Leguizamo,-0.19,-74.78,83.64,74,98,3.87,CO,light rain
633,Florianopolis,-27.61,-48.5,77.0,61,75,13.87,BR,broken clouds
634,Kungurtug,50.6,97.52,24.8,91,0,2.59,RU,clear sky
635,Semirom,31.42,51.57,33.82,87,14,0.89,IR,few clouds
636,Sterling,39.01,-77.43,75.0,53,20,5.82,US,few clouds
637,Vestmannaeyjar,63.44,-20.27,42.8,81,90,19.46,IS,overcast clouds
638,Whitecourt,54.15,-115.69,19.4,79,90,12.75,CA,overcast clouds
639,Ostrovnoy,68.05,39.51,36.88,82,100,12.84,RU,overcast clouds
640,Kulhudhuffushi,6.62,73.07,83.57,74,98,7.34,MV,overcast clouds
641,Marystown,47.17,-55.15,39.99,100,4,8.01,CA,clear sky
642,Dasoguz,41.84,59.97,37.4,86,0,4.7,TM,clear sky
643,Gumdag,39.21,54.59,53.22,57,0,8.05,TM,clear sky
644,Namtsy,62.72,129.67,-2.2,77,75,2.24,RU,light snow
645,Kushmurun,52.45,64.63,34.99,82,99,21.03,KZ,overcast clouds
646,Cabinda,-5.55,12.2,78.55,84,75,9.44,AO,broken clouds
647,Cochrane,51.18,-114.47,16.0,72,90,27.51,CA,overcast clouds
648,Kupang,-10.17,123.58,80.6,81,100,8.19,ID,overcast clouds
649,Zaliztsi,49.79,25.37,44.67,81,0,4.38,UA,clear sky
650,Talaya,61.38,152.75,-5.91,89,98,3.76,RU,overcast clouds
651,Gwanda,-20.93,29.0,85.73,28,0,10.09,ZW,clear sky
652,Poronaysk,49.22,143.12,24.08,87,3,9.89,RU,clear sky
653,Calabozo,8.92,-67.43,84.74,80,100,3.87,VE,overcast clouds
654,Balangiga,11.11,125.39,77.4,86,91,5.14,PH,overcast clouds
655,Guntakal,15.17,77.38,71.08,88,6,6.33,IN,clear sky
656,Vertou,47.17,-1.47,57.2,87,0,6.93,FR,clear sky
657,Kalemie,-5.95,29.19,74.86,77,54,4.83,CD,broken clouds
658,Arkhara,49.42,130.08,8.83,93,0,9.51,RU,clear sky
659,Altoona,40.52,-78.39,75.99,40,0,2.24,US,clear sky
660,Bandarbeyla,9.49,50.81,77.81,81,10,14.74,SO,clear sky
661,Mayor Pablo Lagerenza,-19.93,-60.77,109.58,13,45,9.22,PY,scattered clouds
662,Vangazi,57.09,24.55,41.0,74,40,2.24,LV,scattered clouds
663,Veraval,20.9,70.37,78.78,55,0,3.87,IN,clear sky
664,Ziro,27.63,93.83,42.62,73,0,2.53,IN,clear sky
665,Deputatskiy,69.3,139.9,-14.19,91,91,3.42,RU,overcast clouds
666,Puerto Penasco,31.32,-113.53,69.01,43,24,3.0,MX,few clouds
667,Salta,-24.79,-65.41,82.4,34,97,10.29,AR,overcast clouds
668,Jamame,0.07,42.75,79.75,79,100,5.79,SO,overcast clouds
669,Nha Trang,12.25,109.18,82.4,69,40,19.46,VN,scattered clouds
670,Pullman,46.73,-117.18,30.2,80,90,17.22,US,light rain
671,Mongo,12.18,18.69,82.02,23,12,6.49,TD,few clouds
672,Pocoes,-14.53,-40.37,76.89,72,2,8.39,BR,clear sky
673,Mayskiy,47.69,40.1,48.2,93,40,8.95,RU,scattered clouds
674,Koraput,18.82,82.72,56.25,66,0,2.75,IN,clear sky
675,Homa Bay,-0.53,34.46,71.6,78,75,1.7,KE,broken clouds
676,Vanavara,60.34,102.28,30.13,98,98,7.09,RU,overcast clouds
677,Urumqi,43.8,87.6,35.6,51,0,2.24,CN,clear sky
678,Juegang,32.32,121.19,55.0,72,0,9.01,CN,clear sky
679,Mandera,3.94,41.87,82.81,64,99,11.9,KE,moderate rain
680,Kalbay,5.72,125.5,78.8,77,100,7.2,PH,overcast clouds
681,Aden,12.78,45.04,79.95,72,0,15.39,YE,clear sky
682,Consolacion Del Sur,22.5,-83.51,84.34,62,57,5.41,CU,broken clouds
683,Kita,13.03,-9.49,82.63,16,25,4.43,ML,scattered clouds
684,Valle Del Guamuez,0.45,-76.92,92.07,39,66,4.9,CO,broken clouds
685,Goderich,43.75,-81.72,64.4,45,0,9.17,CA,clear sky
686,Yakymivka,46.69,35.15,48.81,81,0,6.87,UA,clear sky
687,San Miguel,13.48,-88.18,87.8,83,40,4.03,SV,scattered clouds
688,Husavik,66.04,-17.34,30.2,80,0,4.7,IS,clear sky
689,Mantua,45.17,10.78,51.01,95,0,1.01,IT,clear sky
690,Ambon,-3.7,128.18,81.0,90,100,3.27,ID,overcast clouds
691,Obo,5.4,26.49,72.32,86,83,1.1,CF,broken clouds
692,Arroyo,41.61,-4.8,52.0,87,75,6.93,ES,heavy intensity rain
693,Matamoros,25.53,-103.25,78.8,22,5,5.82,MX,clear sky
694,Hanzhong,33.07,107.03,54.16,53,19,1.66,CN,few clouds
695,Gat,31.61,34.76,71.01,100,0,7.45,IL,light rain
696,Castletown,53.03,-9.07,54.0,93,75,8.05,IE,broken clouds
697,Tangi,34.3,71.65,60.8,51,20,4.7,PK,haze
698,Otradnoye,59.78,30.82,37.99,81,0,6.44,RU,clear sky
699,Belomorsk,64.52,34.77,32.47,89,0,14.14,RU,clear sky
700,Gloversville,43.05,-74.34,69.01,45,1,8.05,US,clear sky
701,Sungaipenuh,-2.08,101.38,66.54,96,100,0.89,ID,light rain
702,Beisfjord,68.38,17.6,42.8,87,75,39.15,NO,broken clouds
703,Kargopol,61.51,38.95,31.51,94,82,9.82,RU,broken clouds
704,Xichang,27.9,102.26,55.11,70,91,2.04,CN,overcast clouds
705,Jidong,45.22,131.08,20.66,97,99,6.11,CN,overcast clouds
706,Alma,48.55,-71.65,39.2,80,90,4.7,CA,overcast clouds
707,Banyo,6.75,11.82,69.69,60,0,3.76,CM,clear sky
708,Maniitsoq,65.42,-52.9,16.41,79,0,15.9,GL,clear sky
709,Chara,56.91,118.26,-7.17,79,66,0.18,RU,broken clouds
710,Ambovombe,-25.17,46.08,73.2,83,0,11.5,MG,clear sky
711,Olafsvik,64.89,-23.71,42.22,80,96,21.83,IS,overcast clouds
712,Korcula,42.96,17.14,48.2,81,0,2.24,HR,clear sky
713,Aldama,22.92,-98.07,87.01,67,60,7.0,MX,broken clouds
714,Atbasar,51.8,68.33,35.31,83,61,19.55,KZ,broken clouds
715,Ciudad Bolivar,8.12,-63.55,92.41,52,42,1.39,VE,light rain
716,Ust-Omchug,61.15,149.63,-7.71,85,98,5.77,RU,overcast clouds
717,Shubarkuduk,49.14,56.49,39.61,72,96,19.08,KZ,overcast clouds
718,Maneadero,31.72,-116.57,62.01,47,67,5.99,MX,broken clouds
719,Inhambane,-23.86,35.38,80.6,88,40,13.87,MZ,scattered clouds
720,Caravelas,-17.71,-39.25,79.99,72,99,8.68,BR,overcast clouds
721,Terra Santa,-2.1,-56.49,97.12,38,60,7.54,BR,broken clouds
722,Dabola,10.75,-11.12,76.69,36,0,1.9,GN,clear sky
723,Pemangkat,1.17,108.97,79.7,81,100,2.57,ID,heavy intensity rain
724,Nishihara,26.18,127.76,73.4,60,75,11.41,JP,broken clouds
725,Costa Rica,-23.42,-54.65,97.56,24,97,4.38,BR,overcast clouds
726,Pemba,-12.97,40.52,79.75,78,0,7.83,MZ,clear sky
727,Saint Anthony,45.02,-93.22,71.01,52,1,20.8,US,clear sky
